0.00111108	0.286731	-5.24738e-12	0.612709	0.6	0.3	0.4	0	-0	0	0.1
0.00211108	0.286731	-5.24738e-12	0.612709	0.6	0.3	0.4	0	-0	0	0.1
0.00311108	0.286734	2.90615e-06	0.612707	0.6	0.3	0.4	0.00648463	0.00620997	-0.00440299	0.1
0.00411108	0.286744	1.21882e-05	0.612701	0.6	0.3	0.4	0.012969	0.0124199	-0.00880634	0.1
0.00511108	0.28676	2.78069e-05	0.61269	0.6	0.3	0.4	0.0188048	0.0180087	-0.0127695	0.1
0.00611108	0.286781	4.79874e-05	0.612675	0.6	0.3	0.4	0.0239918	0.0229772	-0.0162923	0.1
0.00711108	0.286807	7.32149e-05	0.612658	0.6	0.3	0.4	0.0285947	0.0273869	-0.0194188	0.1
0.00811108	0.286838	0.000102639	0.612637	0.6	0.3	0.4	0.0326788	0.0312994	-0.022193	0.1
0.00911108	0.286872	0.000135574	0.612613	0.6	0.3	0.4	0.036302	0.0347711	-0.0246539	0.1
0.0101111	0.28691	0.000171866	0.612588	0.6	0.3	0.4	0.0395166	0.0378515	-0.0268374	0.1
0.0111111	0.286951	0.000211066	0.61256	0.6	0.3	0.4	0.0423682	0.0405849	-0.0287741	0.1
0.0121111	0.286995	0.000253012	0.61253	0.6	0.3	0.4	0.044898	0.0430104	-0.0304921	0.1
0.0131111	0.287041	0.000296903	0.612499	0.6	0.3	0.4	0.0471419	0.0451622	-0.0320151	0.1
0.0141111	0.287089	0.000342978	0.612466	0.6	0.3	0.4	0.0491326	0.0470717	-0.0333655	0.1
0.0151111	0.287139	0.000391074	0.612432	0.6	0.3	0.4	0.0508984	0.0487663	-0.0345625	0.1
0.0161111	0.287191	0.00044084	0.612397	0.6	0.3	0.4	0.0524645	0.0502695	-0.0356236	0.1
0.0171111	0.287244	0.000491615	0.612361	0.6	0.3	0.4	0.0538533	0.0516037	-0.0365628	0.1
0.0181111	0.287299	0.000543613	0.612324	0.6	0.3	0.4	0.0550853	0.0527873	-0.0373947	0.1
0.0191111	0.287354	0.000597071	0.612286	0.6	0.3	0.4	0.0561773	0.0538377	-0.038131	0.1
0.0201111	0.287411	0.000651714	0.612248	0.6	0.3	0.4	0.0571458	0.0547694	-0.0387822	0.1
0.0211111	0.287468	0.000706567	0.612209	0.6	0.3	0.4	0.0580043	0.0555964	-0.0393576	0.1
0.0221111	0.287527	0.00076272	0.612169	0.6	0.3	0.4	0.0587652	0.0563302	-0.0398658	0.1
0.0231111	0.287586	0.00081921	0.612129	0.6	0.3	0.4	0.0594393	0.0569812	-0.040314	0.1
0.0241111	0.287645	0.000876487	0.612089	0.6	0.3	0.4	0.0600367	0.0575594	-0.040709	0.1
0.0251111	0.287706	0.000934215	0.612048	0.6	0.3	0.4	0.0605658	0.0580719	-0.0410566	0.1
0.0261111	0.287767	0.000992446	0.612007	0.6	0.3	0.4	0.0610345	0.0585268	-0.041362	0.1
0.0271111	0.287828	0.00105125	0.611965	0.6	0.3	0.4	0.0614487	0.0589306	-0.0416296	0.1
0.0281111	0.287889	0.00111069	0.611923	0.6	0.3	0.4	0.0618157	0.059289	-0.0418639	0.1
0.0291111	0.287951	0.00116978	0.611881	0.6	0.3	0.4	0.0621401	0.0596067	-0.0420686	0.1
0.0301111	0.288014	0.00122961	0.611839	0.6	0.3	0.4	0.0624269	0.0598888	-0.0422462	0.1
0.0311111	0.288076	0.00128962	0.611797	0.6	0.3	0.4	0.0626796	0.0601395	-0.0423996	0.1
0.0321111	0.288139	0.00134981	0.611754	0.6	0.3	0.4	0.062903	0.0603617	-0.0425326	0.1
