0.00110187	0.286731	-4.90113e-12	0.662709
0.00210188	0.28673	-4.90116e-12	0.662705
0.00310188	0.286731	9.70413e-06	0.662681
0.00410187	0.286733	4.00314e-05	0.662624
0.00510187	0.286739	8.97565e-05	0.662534
0.00610187	0.286747	0.000160198	0.662412
0.00710187	0.286758	0.000249895	0.662258
0.00810187	0.286771	0.000359983	0.66207
0.00910188	0.286787	0.000489853	0.661851
0.0101019	0.286806	0.000639448	0.661599
0.0111019	0.286827	0.000808907	0.661314
0.0121019	0.28685	0.000998362	0.660998
0.0131019	0.286875	0.00120771	0.660648
0.0141019	0.286903	0.0014365	0.660267
0.0151019	0.286933	0.00168536	0.659853
0.0161019	0.286965	0.0019533	0.659407
0.0171019	0.287	0.00224119	0.658929
0.0181019	0.287036	0.00254844	0.658418
0.0191019	0.287074	0.0028748	0.657876
0.0201019	0.287113	0.00322037	0.657302
0.0211019	0.287113	0.00322037	0.657302
0.0221019	0.287198	0.00396955	0.656058
0.0231019	0.287242	0.00437244	0.655389
0.0241019	0.287287	0.00479448	0.654688
0.0251019	0.287334	0.00523465	0.653956
0.0261019	0.287381	0.00569387	0.653192
0.0271019	0.28743	0.00617193	0.652397
0.0281019	0.287479	0.00666797	0.651571
0.0291019	0.287529	0.00718186	0.650714
0.0301019	0.287578	0.00771394	0.649827
0.0311019	0.287629	0.00826434	0.648909
0.0321019	0.287679	0.00883179	0.64796
0.0331019	0.287729	0.00941731	0.646981
0.0341019	0.287779	0.0100202	0.645971
0.0351019	0.287829	0.0106401	0.644932
0.0361019	0.287878	0.0112769	0.643863
0.0371019	0.287926	0.0119305	0.642764
0.0381019	0.287973	0.0126013	0.641636
0.0391019	0.288019	0.0132885	0.640478
0.0401019	0.288063	0.0139912	0.639291
0.0411019	0.288106	0.0147106	0.638076
0.0421019	0.288147	0.0154452	0.636832
0.0431019	0.288187	0.0161964	0.635559
0.0441019	0.288224	0.0169621	0.634258
0.0451019	0.288259	0.0177432	0.632929
0.0461019	0.288259	0.0177432	0.632929
0.0471019	0.288321	0.0193504	0.630189
0.0481019	0.288347	0.020176	0.628778
0.0491019	0.28837	0.0210155	0.62734
0.0501019	0.288391	0.0218695	0.625875
0.0511019	0.288407	0.0227366	0.624383
0.0521019	0.28842	0.0236177	0.622865
0.0531019	0.288429	0.0245116	0.621322
0.0541019	0.288434	0.0254186	0.619753
0.0551019	0.288434	0.0263385	0.618159
0.0561019	0.288431	0.0272706	0.616539
0.0571019	0.288422	0.0282147	0.614895
0.0581019	0.288408	0.0291704	0.613227
0.0591019	0.28839	0.0301382	0.611535
0.0601019	0.288366	0.0311173	0.60982
0.0611019	0.288337	0.0321068	0.608081
0.0621019	0.288302	0.0331079	0.606319
0.0631019	0.288261	0.0341188	0.604534
0.0641019	0.288214	0.03514	0.602727
0.0651019	0.288161	0.0361709	0.600899
0.0661019	0.288102	0.0372116	0.599049
0.0671019	0.288036	0.0382613	0.597178
0.0681019	0.287964	0.0393203	0.595286
0.0691019	0.287885	0.0403874	0.593374
0.0701019	0.287799	0.0414628	0.591441
0.0711019	0.287799	0.0414628	0.591441
0.0721019	0.287606	0.0436383	0.587519
0.0731019	0.287498	0.0447368	0.585529
0.0741019	0.287383	0.0458429	0.583522
0.0751019	0.287261	0.0469559	0.581496
0.0761019	0.287131	0.0480752	0.579452
0.0771019	0.286993	0.049201	0.577392
0.0781019	0.286847	0.0503321	0.575316
0.0791019	0.286693	0.051469	0.573223
0.0801019	0.286532	0.0526112	0.571115
0.0811019	0.286362	0.0537582	0.568992
0.0821019	0.286184	0.0549097	0.566854
0.0831019	0.285997	0.056066	0.564702
0.0841019	0.285803	0.0572259	0.562536
0.0851019	0.2856	0.0583895	0.560357
0.0861019	0.285388	0.0595566	0.558165
0.0871019	0.285169	0.0607268	0.555961
0.0881019	0.28494	0.0618997	0.553746
0.0891019	0.284704	0.0630752	0.551518
0.0901019	0.284459	0.064253	0.549281
0.0911019	0.284205	0.0654325	0.547033
0.0921019	0.283944	0.0666135	0.544775
0.0931019	0.283673	0.0677963	0.542508
0.0941019	0.283395	0.06898	0.540233
0.0951019	0.283108	0.070164	0.537949
0.0961019	0.282812	0.0713488	0.535657
0.0971019	0.282509	0.072534	0.533358
0.0981019	0.282197	0.0737191	0.531053
0.0991019	0.281878	0.0749039	0.528742
0.100102	0.28155	0.0760877	0.526425
0.101102	0.281214	0.0772709	0.524102
0.102102	0.280871	0.0784529	0.521776
0.103102	0.28052	0.0796337	0.519445
0.104102	0.280161	0.0808131	0.517111
0.105102	0.279795	0.0819903	0.514774
0.106102	0.279422	0.0831654	0.512434
0.107102	0.279041	0.0843383	0.510092
0.108102	0.278653	0.0855091	0.50775
0.109102	0.278259	0.0866768	0.505406
0.110102	0.277858	0.0878416	0.503062
0.111102	0.27745	0.0890034	0.500718
0.112102	0.277037	0.0901615	0.498375
0.113102	0.276617	0.0913163	0.496033
0.114102	0.276191	0.0924672	0.493693
0.115102	0.27576	0.0936144	0.491355
0.116102	0.275323	0.0947575	0.48902
0.117102	0.274881	0.095896	0.486689
0.118102	0.274434	0.0970306	0.484361
0.119102	0.273982	0.0981602	0.482038
0.120102	0.273526	0.0992854	0.479719
0.121102	0.273066	0.100405	0.477406
0.122102	0.272601	0.10152	0.475098
0.123102	0.272134	0.102631	0.472798
0.124102	0.271662	0.103735	0.470504
0.125102	0.271188	0.104835	0.468217
0.126102	0.270711	0.105929	0.465938
0.127102	0.270232	0.107018	0.463668
0.128102	0.26975	0.1081	0.461406
0.129102	0.269267	0.109177	0.459154
0.130102	0.268782	0.110249	0.456911
0.131102	0.268296	0.111314	0.454679
0.132102	0.267809	0.112374	0.452457
0.133102	0.267321	0.113428	0.450247
0.134102	0.266834	0.114475	0.448048
0.135102	0.266346	0.115517	0.445861
0.136102	0.26586	0.116553	0.443687
0.137102	0.265374	0.117582	0.441526
0.138102	0.264889	0.118606	0.439378
0.139102	0.264407	0.119623	0.437244
0.140102	0.263926	0.120634	0.435124
0.141102	0.263447	0.12164	0.433019
0.142102	0.262971	0.122639	0.430929
0.143102	0.262499	0.123633	0.428854
0.144102	0.26203	0.12462	0.426795
0.145102	0.261564	0.125602	0.424752
0.146102	0.261103	0.126577	0.422726
0.147102	0.260647	0.127547	0.420718
0.148102	0.260196	0.128512	0.418726
0.149102	0.25975	0.12947	0.416752
0.150102	0.259311	0.130423	0.414796
0.151102	0.258877	0.131371	0.412859
0.152102	0.25845	0.132313	0.41094
0.153102	0.25803	0.13325	0.40904
0.154102	0.257617	0.134182	0.40716
0.155102	0.257212	0.135109	0.4053
0.156102	0.256816	0.136031	0.40346
0.157102	0.256428	0.136949	0.40164
0.158102	0.256048	0.137861	0.399841
0.159102	0.255679	0.138769	0.398063
0.160102	0.255318	0.139674	0.396307
0.161102	0.254968	0.140573	0.394572
0.162102	0.254628	0.141469	0.392858
0.163102	0.2543	0.142361	0.391167
0.164102	0.253982	0.14325	0.389499
0.165102	0.253676	0.144135	0.387853
0.166102	0.253382	0.145017	0.38623
0.167102	0.2531	0.145895	0.384631
0.168102	0.252831	0.146771	0.383055
0.169102	0.252575	0.147644	0.381503
0.170102	0.252332	0.148515	0.379974
0.171102	0.252102	0.149383	0.37847
0.172102	0.251887	0.150249	0.37699
0.173102	0.251706	0.151027	0.375679
0.174102	0.251518	0.15189	0.374247
0.175102	0.251345	0.152752	0.372839
0.176102	0.251187	0.153612	0.371457
0.177102	0.251045	0.154472	0.3701
0.178102	0.250919	0.15533	0.368769
0.179102	0.250809	0.156188	0.367464
0.180102	0.250716	0.157046	0.366184
0.181102	0.250639	0.157904	0.364932
0.182102	0.250579	0.158761	0.363705
0.183102	0.250537	0.159619	0.362505
